id,text,rating,timestamp,category,subcatgory,product
105,[],5,8/9/2016 9:57 PM,edibles,tinctures-sublingual,baked-bros-600mg-original-baked-bros-pourable-thc-syrup
106,No guessing.  Comes on evenly. Wears off evenly.  Great alternative to smoking.,5,11/28/2017 6:34 PM,edibles,tinctures-sublingual,baked-bros-600mg-original-baked-bros-pourable-thc-syrup
107,Bombiest edible ever .its a must try,5,11/28/2017 6:52 PM,edibles,tinctures-sublingual,baked-bros-600mg-original-baked-bros-pourable-thc-syrup
108,[],5,6/1/2016 7:29 PM,edibles,tinctures-sublingual,dragon-elixirs-dragon-elixir-elderberry
109,This was my go to product for my coughs and cold because of the delicious elderberry and honey combo. With the added echinacea it really helped my immune function. The blend of cannabis helped with pain and gave me a good nights sleep! Highly recommend it!! Live the taste!,5,6/1/2016 7:55 PM,edibles,tinctures-sublingual,dragon-elixirs-dragon-elixir-elderberry
110,Amazing flavour and the effects are quite enjoyable. Would highly recommend.,5,6/2/2016 1:33 AM,edibles,tinctures-sublingual,dragon-elixirs-dragon-elixir-elderberry
111,Tried this when my buddy showed it to me when he was sick with the flu. Woah. I thought it wasn't doin anythin but 2 hrs later it kicked in. zzzzzzzzzzzzzzzz :),4,6/4/2016 12:51 AM,edibles,tinctures-sublingual,dragon-elixirs-dragon-elixir-elderberry
112,[],5,12/22/2017 11:03 PM,edibles,tinctures-sublingual,luminous-botanicals-universal-cannabis-tonic-earth-blend-high-cbd
113,This product has changed my life for the better. Cures my anxiety and depression while keeping me on my toes at work.,5,12/22/2017 11:06 PM,edibles,tinctures-sublingual,luminous-botanicals-universal-cannabis-tonic-earth-blend-high-cbd
114,[],1,4/10/2018 8:33 PM,edibles,tinctures-sublingual,luminous-botanicals-universal-cannabis-tonic-earth-blend-high-cbd
115,"Mmm! I enjoy .4ml - .6ml of this delightful tonic (sometimes Meadow Blend) almost nightly to keep inflammation down and to help me get a solid night of sleep. I became a licensed massage therapist last year and instantly felt the demands of work on my wrists, forearms, and shoulders. I started using Earth regularly a few months ago and I have noticed a significant decrease in post-work aches, especially in my wrists (on occasion, and per recommendation from another LMT, I also rub Sky on my wrists). I also find that I have been more at ease and my bouts of anxiety and depression this winter were more mild than usual. The flavor of this tonic is slightly sweet with a whisper of spice, perfect. Thank you, Luminous, for providing such great products and for using quality ingredients!!",5,5/4/2018 5:05 PM,edibles,tinctures-sublingual,luminous-botanicals-universal-cannabis-tonic-earth-blend-high-cbd
116,"This works fantastic for aches and pains, and keeps stress levels down to a controlable level. Helps with migraines. Promotes calm, and sleep.",5,6/21/2018 1:47 PM,edibles,tinctures-sublingual,luminous-botanicals-universal-cannabis-tonic-earth-blend-high-cbd
117,"This tincture is terrific! It tastes good, and is a very gentle healing way to release tension and anxiety, which allowing me to continue doing what I want to do. I'm on my second bottle and love it. It's now a regular ingredient in my self healing arsenal.",5,9/21/2017 6:55 PM,edibles,tinctures-sublingual,natures-nurture-indica-tincture
118,Our household loves this stuff. We tell everyone. I try to keep extra bottles to gift people so they can try it too!,5,10/2/2017 6:28 PM,edibles,tinctures-sublingual,natures-nurture-indica-tincture
119,"Nature's Nurture CBD products are beneficial for a wide variety of ailments. I've been using this product for a year now. It has a calming effect that decreased my anxiety, as well as increasing healthy digestion. I have struggled with insomnia for many years and have been forced to use phamasudicals. Nature's Nurture is an excellent alternative sleep aid. I have found that long term use and steady dosage has been the most beneficial.",5,10/15/2017 10:04 PM,edibles,tinctures-sublingual,natures-nurture-indica-tincture
120,"got really tired of waking up 3+ times a night for no reason, and decided to give this a try. couldn't be happier, i sleep all through the night now and wake up easy and rested. pretty stoked on this stuff, and it has a nice sweet taste.",5,10/19/2017 2:51 PM,edibles,tinctures-sublingual,natures-nurture-indica-tincture
121,"My band mate asked me about my constant application of Tiger Balm during rehearsals and when I told her about my back pain she recommended I try out your tincure. She brought me one and upon taking it my shoulders relaxed and I was able to move about and play without agrivating my pain and the tension causing it, also without feeling numbed in anyway. This alone was a weight lifted and energizing in that. I could also not notice any effects on my mind, which has in the past made me wary of cannabis therapies, and found it conducive to both work and street. It definitely feels like a step in allowing my body to heal itself. Thank you.",5,10/23/2017 7:25 PM,edibles,tinctures-sublingual,natures-nurture-indica-tincture
122,[],5,11/3/2017 8:18 PM,edibles,tinctures-sublingual,natures-nurture-indica-tincture
123,Nature’s Nurture has been a great help in the ongoing care and healing of multiple old sports injuries as well as having the added benefits of more restful sleep and aiding with anxiety. I have experienced continuing improvement with ongoing use and I am very pleased with the results of Nature’s Nurture tincture.,5,11/8/2017 9:00 PM,edibles,tinctures-sublingual,natures-nurture-indica-tincture
124,[],5,11/12/2017 6:26 PM,edibles,tinctures-sublingual,natures-nurture-indica-tincture
125,"Great potency and perfect for exact dosing. Exact dosing allows me to take the amount that gives me super powers. Not too much not too little. I've been taking this before workouts for 18 months with great results. It leaves me feeling no pain and craving my workout, and I used to hate exercise. Lost tons of weight and built a lot of muscle. I feel like aging has stopped. This syrup has been the catalyst for a complete transformation of mind and body. No more mental stress due to the syrup and added exercise. I take nothing else now. Only this syrup. I use this to get high on life.",5,9/26/2016 5:54 PM,edibles,tinctures-sublingual,baked-bros-300mg-original-baked-bros-pourable-thc-syrup
126,"I have missed them while they were moving.  The syrup is easy to ingest, although the Pineapple isn't my favorite.  I take 5 cc every 4 hours.  That works well for me.  I have a lot of physical as well as other ailments &amp; this product help's with all of them.  Plus no odor.",5,6/2/2017 6:40 AM,edibles,tinctures-sublingual,baked-bros-300mg-original-baked-bros-pourable-thc-syrup
127,Best doseable syrup on the market today!! I highly recommend trying this!!,5,11/28/2017 6:04 PM,edibles,tinctures-sublingual,baked-bros-300mg-original-baked-bros-pourable-thc-syrup
128,"Great alternative if you’re not into the candies and brownies. Versatile use, fast acting. More flavors will be awesome.",5,11/28/2017 6:35 PM,edibles,tinctures-sublingual,baked-bros-300mg-original-baked-bros-pourable-thc-syrup
129,"Easy to dose and tastes good! It kicks in quick and relaxes the muscles, great for pain. I keep a little of the syrup under my tongue to help absorb faster.",5,11/29/2017 3:20 AM,edibles,tinctures-sublingual,baked-bros-300mg-original-baked-bros-pourable-thc-syrup
130,Easy to dose and options on how to administer......under the tongue or drinking it. Also probably the most consistent edible company ive experienced.,5,11/29/2017 4:46 AM,edibles,tinctures-sublingual,baked-bros-300mg-original-baked-bros-pourable-thc-syrup
131,"Love baked bros.Great for discreet mediatingon their syrups, not their Gummies are faya!!!",5,12/1/2017 12:15 AM,edibles,tinctures-sublingual,baked-bros-300mg-original-baked-bros-pourable-thc-syrup
132,"A very pleasant high, great taste and exactly what you are looking for when trying out edibles, would definitely recommend",5,12/4/2017 8:23 PM,edibles,tinctures-sublingual,baked-bros-300mg-original-baked-bros-pourable-thc-syrup
133,Great consistency have gotten this syrup a couple different times always easy to dose so I don't over medicate,5,12/4/2017 8:30 PM,edibles,tinctures-sublingual,baked-bros-300mg-original-baked-bros-pourable-thc-syrup
134,"Literally the best edible on the market that's including baked goods and gummies cuz this syrup is the BEST! It's sooo tasty and mixes beautifully with sprite and if you decide to mix with sprite should pour 10ml (50mg) of syrup in first then when pouring the sprite let gravity help you infuse the two and the result is one heck of a enjoyable drink. I'm grateful that Baked Bros produces this syrup, it finally gave me a way to consume my medicine on a consistent basis without having to guess or compromise with taste or quality cuz Baked Bros certainly delivers and with the strain specific factor so you know EXACTLY what you're consuming is a home run and only one to do that the rest are blends or hybrids and I've tried a lot of edible companies and I just gave you the reason I choose to give them my business and they truly have dedication to medication and couldn't thank em enough for producing the product they do. THANK YOU to everyone at Baked Bros",5,1/27/2018 8:45 PM,edibles,tinctures-sublingual,baked-bros-300mg-original-baked-bros-pourable-thc-syrup
135,3 Leaf Edibles are delicious!  The distilate concentrate leaves no piney taste.  The cookies are individually packages which makes consuming an exact amount easy.  Nice overall product and experience.,5,11/25/2017 5:48 AM,edibles,snack-foods,3leaf-edibles-quinoa-granola-bite
136,"I can't even describe how good these chocolates were! I ate 2 and my husband had one, they tasted delicious, and kicked in in less than 20 minutes! I couldn't believe how fast acting these were, and for only 5mg a piece? We are both dabbers so I wasn't expecting too much of anything else except a good night of sleep, but I got a super chill, pleasantly strong high, and I slept like a baby! Trying the Love ones tonight! ;-)",5,5/2/2018 12:13 PM,edibles,snack-foods,1906-midnight
137,Delicious delicious!  I love that they taste just like the fruit. I really like the idea around the microdosing as well. his way I can eat a couple of slices when I need a heavy does or just have one every couple of hours throughout the day to keep things balanced. Having an all natural vegan organic alternative without added sugars is such a nice option from the cookies and candies.,5,11/8/2017 4:09 PM,edibles,snack-foods,wholest-150mg-freeze-dried-strawberry-slices
138,"Delicious. Very good quality dried pineapple, not overly chewy or dry. No strong flavor of cannabis, just sweet, tasty dried pineapple with light sugary coating. Low dose per bag, which I prefer in edibles. Looking forward to sharing this with friends. Got it at Hashtag in Fremont. They also have the syrups there. This line of edibles looks so good! They use lots of beautiful, fresh fruit in everything.",5,7/27/2016 12:24 AM,edibles,snack-foods,craft-elixirs-fremont-freaks-pineapple-chocolate
139,"Photos on this page aren't doing these pieces justice. Aside from the fact that it's pineapple wrapped in chocolate, keep in mind that it's pineapple wrapped in chocolate. Super tasty, not overdone on the sweetness. They are not overly chewy, in fact the batch I had even had some crisp to it, which I loved. Wife and I love chowing down on these - highly recommend if you can find em!",5,3/30/2017 3:54 AM,edibles,snack-foods,craft-elixirs-fremont-freaks-pineapple-chocolate
140,this product was very tasty and you can really smell the weed on it,4,7/10/2016 3:32 PM,edibles,snack-foods,cornucopia-rice-krispy-treat
141,[],5,11/8/2016 1:03 AM,edibles,snack-foods,cornucopia-rice-krispy-treat
142,It wreaks and packaging is oily. Eat half- then an hour eat whatever and it doesn't taste nasty. I get to different treatments or 1 for an entire day- nomunchies,4,8/20/2017 7:09 PM,edibles,snack-foods,cornucopia-rice-krispy-treat
143,A friend of mine purchased one of these a while back and after using it a few times I had to purchase my own. I can't believe no one thought of this before. I have used the Magical Butter machine in the past and was not impressed by the quality. The process and the quality was so much better with LEVO. My friend also made me some grape seed oil infused with turmeric for my birthday and it has helped my eczema so much. Quality weed butter and homemade skin remedies?! I can't wait to receive mine!,5,6/21/2017 3:23 PM,edibles,cooking,levo-levo-copper
144,"I invested in this product and absolutely find it remarkable, so far I've used it for several applications, for my Christmas prime rib roast I made a ghee infusion with Sage &amp; Thyme to baste the roast which was fabulous! And of course I have tried using premium shake with ghee for three hours at 165'F which came out very nice and I gave my guest after Christmas dinner as a parting gift! I will continue to experiment and enjoy this Christmas gift I bought myself (with my pot stock profits!). I do think it's a very well made product! It could use better instructions and I do look forward to experimenting with this for a very long time, so many different oils and nuts, flowers, herbs and chilis to try to combine! Very very cool!",5,12/29/2017 6:59 AM,edibles,cooking,levo-levo-stainless-steel
145,[],5,5/30/2017 4:39 PM,edibles,cooking,levo-levo-matte-black
146,[],1,3/19/2018 10:16 PM,edibles,cooking,levo-levo-matte-black
147,Have used this a few times with friends. Makes cooking with cannabis easy and efficient. A great product.,5,11/30/2015 6:49 PM,edibles,cooking,magical-butter-mb2e-machine
148,[],5,1/16/2016 6:30 PM,edibles,cooking,magical-butter-mb2e-machine
149,[],5,4/18/2016 4:35 PM,edibles,cooking,magical-butter-mb2e-machine
150,[],5,4/26/2016 3:34 AM,edibles,cooking,magical-butter-mb2e-machine
151,"Once in a lifetime a product comes along that not only changes the way you live your life but also makes the life you live easier and just a little more fun, Well people this is that product, Im not getting paid for this review and i don't know nor do i work the company, Im just guy who made a batch of gummy bears and some RSO that came out 100% awesome, If you're  a smoker or a patient and need something that will make your life just a little better SPEND THE MONEY, DONT BE CHEAP.......Youre welcome",5,10/24/2016 9:42 PM,edibles,cooking,magical-butter-mb2e-machine
152,"As a Fibromyalgia patient, I have been able to rid myself of 10+ yrs of opiate use with the Magical butter machine 2 .  This thing is a #lifesaver 😊🚫💊 ! The butters and tinctures that I produce are wonderful medicine . Easy to use , easy to clean . I would recommend that everyone buy one ! #420Sweepstakes",5,3/21/2017 4:39 PM,edibles,cooking,magical-butter-mb2e-machine
153,[],5,3/23/2017 12:23 AM,edibles,cooking,magical-butter-mb2e-machine
154,[],5,3/24/2017 4:28 PM,edibles,cooking,magical-butter-mb2e-machine
155,"I love my MB, its by far the best investment ever. It is so easy to get started,and clean. you set it an just walk away..",5,11/21/2017 3:33 PM,edibles,cooking,magical-butter-mb2e-machine
156,The MB machine is pretty awesome. It is easy to use and very easy to infuse!,5,4/17/2018 4:15 PM,edibles,cooking,magical-butter-mb2e-machine
157,"A friend dropped off Auntie Ems Snickerdoodle for me when my back pain was really severe. I ate it, pain was not so much alleviated as much as I wanted but on the other hand I really didnt care as I was pleasantly stoned. Thanks Auntie Em!   #420sweepstakes",4,3/20/2017 10:33 PM,edibles,cookies,auntie-ems-edibles-company-gluten-free-snickerdoodle
158,A favorite of favorites....cause we love all the MoonMans Mistress cookies!,5,11/3/2017 12:10 AM,edibles,cookies,moon-mans-mistress-cosmic-cacao-peppermint-cookie
159,"Delicious!  Very consistent experience.  I like to microdose my edibles - half a 10mg cookie, then ~30min later when feel a light buzz, eat the other half.  Another ~15min later am feeling wonderful - body high, euphoria, mental clarity....",5,6/21/2017 12:01 AM,edibles,cookies,goodship-chocolate-chip-cookie
160,They are so good and the packaging is really cute. 11/10 would recommend.,5,8/10/2017 7:48 PM,edibles,cookies,vert-edibles-berry-bomb-bites
161,amazing stuff and highly recommended! love everything from this company,5,5/31/2018 2:51 AM,edibles,cookies,titans-kind-coconut-sandwich-cookies-with-butter-cream-filling
162,[],5,6/14/2018 12:08 AM,edibles,cookies,titans-kind-coconut-sandwich-cookies-with-butter-cream-filling
163,Amazing. Could barely taste the cannabis. I felt pretty good only eating half. High quality.,5,6/14/2018 12:17 AM,edibles,cookies,titans-kind-coconut-sandwich-cookies-with-butter-cream-filling
164,"Cookies were soft, chewy, and buttery! Didn't taste any cannabis at all. The high was the amazing had an out of body experience and would recommend this to anyone looking for an​ amazing edible!",5,5/15/2018 2:15 AM,edibles,cookies,titans-kind-chocolate-chunk-sandwich-cookies-with-peanut-butter-filling
165,"Great tasting edible! A very long lasting high for me as well, definitely a quality product.",5,5/15/2018 3:05 AM,edibles,cookies,titans-kind-chocolate-chunk-sandwich-cookies-with-peanut-butter-filling
166,wow! i've gotta say them thangs was delicious! best i've ever had.,5,6/13/2018 11:59 PM,edibles,cookies,titans-kind-chocolate-chunk-sandwich-cookies-with-peanut-butter-filling
167,"This isn’t just the best pot cookie I’ve had it’s probably the best cookie I’ve had in general, I couldn’t even taste the weed but about 20 minutes later I could definitely feel it.",5,6/22/2018 1:01 AM,edibles,cookies,titans-kind-chocolate-chunk-sandwich-cookies-with-peanut-butter-filling
168,Extremely well made cookies (from a culinary pov) and they were amazingly dank. In my opinion they are killing anything Cannabella and evergreen organix are putting! #stoneybakes are A+ top quality #medibles.,5,4/18/2017 3:44 AM,edibles,cookies,stoney-bakes-a-division-of-asfas-genetics-confetti-sugar-cookie
169,[],5,5/8/2017 7:13 PM,edibles,cookies,stoney-bakes-a-division-of-asfas-genetics-confetti-sugar-cookie
170,"Very tasty and well made. Provides a long lasting, lifted and clear headed high. Great for long study sessions or to end the day at work with.",5,5/15/2017 4:23 PM,edibles,cookies,stoney-bakes-a-division-of-asfas-genetics-confetti-sugar-cookie
171,[],5,5/19/2017 12:38 AM,edibles,cookies,stoney-bakes-a-division-of-asfas-genetics-confetti-sugar-cookie
172,"These edibles are AMAZING, doesn't feel like a bad dispersion of the thc, tastes like a nice chocolate bar instead of dank as fuck which is nice, and 1 of these will make you feel all your pain and troubles slip away. Definitely recommend to your friends and family that need help unwinding from work!",5,5/24/2018 7:13 PM,edibles,chocolates,fli-premium-milk-chocolate
173,"Hands down the best chocolate I've ever had IN MY LIFE. Unbelievable high feeling. Seriously, of you're looking for an amazing chocolate bar that doesn't taste like weed, this is the one. Be careful though! These chocolate bars are crafted by a chocolatier and you'll forget that they are infused! My hats off to this FLÏ chocolate bar! Well done!!!!!!",5,2/22/2018 4:50 AM,edibles,chocolates,fli-fli-edibles-dark-chocolate-sea-salt
174,the high lasts a super long time and provides a soothing blend of relaxation and mental clarity.,5,11/16/2017 11:43 PM,edibles,chocolates,gron-chocolate-dark-chocolate-sea-salt-bar-11
175,"Very tasty bar, smooth chocolaty flavor, crunchy rice crispy cereal bits and mild herbal flavor. Advertised strength is also on par with felt strength.  #420sweepstakes",5,3/24/2017 9:43 PM,edibles,chocolates,dixie-elixirs-edibles-crispy-kraken-180mg
176,These are a little stronger than their gummies but they are delicious!,5,9/8/2017 5:58 PM,edibles,chocolates,buudabomb-cookies-and-cream
177,[],5,2/19/2018 10:15 PM,edibles,chocolates,delta-9-classic-chocolate-delta-chocolates
178,"I take about half of a truffle, for back pain and it helps with sleep. Like a full Night. The other noticeable effect is a much needed improvement in the bedroom activities.",4,1/15/2016 5:15 PM,edibles,chocolates,cornucopia-chocolate-truffles
179,"Love this product! After a long day at work my body seems to be a little bit tense, but since i  started using this product i get the relax feeling immediately. The taste is great too!",5,2/15/2018 1:14 AM,edibles,chocolates,delta-9-delta-chocolates-cbd-sugar-free-bar
180,"great product, very consistent with the MG which is hard to find in edibles. Tastes amazing too! A+",5,4/7/2016 8:51 PM,edibles,chocolates,kiva-confections-blackberry-dark-chocolate-mini
181,"Holy Smokes where to start.  First of all, the taste is actually quite good, Kiva does a nice job with their chocolates.  The high is amazing.  Very uplifting and happy, very chatty and social early, but after an hour or two gets really spacey, at least for me.  All in all, a very intense, long lasting high.  Highly recommended, but make sure you're in a good space with a lot of time on your hands, this is a long fun ride.",5,2/26/2016 5:50 PM,edibles,chocolates,kiva-confections-vanilla-chai-bar
182,So good! The best way to medicate. This are potent so please use caution when consuming.  You almost forget that it's medicated it so good so again use caution.,5,3/26/2016 9:16 PM,edibles,chocolates,kiva-confections-vanilla-chai-bar
183,"I am SO glad i found this product! My Dr had me on enough sleep meds to ""put a horse to sleep"" so he said...and i often wished i was a horse. I NEED my sleep as a I am a chronic pain WARRIOR...Sensi Chew AMEN to good sleep and waking up without feeling exhausted. Im a fan and im rested!!!",5,6/12/2017 1:37 AM,edibles,chocolates,sensi-chew-sensi-chew-insomnia
184,"Tried a 25-mg dose last night when I knew it would be a rough night of sleep. It made my eyes heavy and body relax, but my mind was racing with paranoia for another hour or two before falling asleep. Woke up feeling really foggy-headed and kind of anxious. I'll try taking a half dose next time to dodge the side effects.",3,6/22/2017 4:37 PM,edibles,chocolates,sensi-chew-sensi-chew-insomnia
185,"Overall, a decent small dose edible to hold you over between smoking sessions. They also taste very good. I wish they made a stronger dose tin with a stronger mg/per dose (current tin is 5g per/pc). I find myself having two at a time and that works well, but I go through the tin faster haha!",4,3/26/2016 1:24 AM,edibles,chocolates,kiva-confections-espresso-terra-bites
186,"Taste great and do the job,  As someone who has had adverse reactions to edibles in the past, the smaller, easy to calculate doses are great!",5,6/7/2018 2:18 AM,edibles,chocolates,kiva-confections-espresso-terra-bites
187,Delicious and strong!,5,2/14/2018 11:56 PM,edibles,chocolates,delta-9-espresso-crunch-delta-chocolate
188,Dont underestimate because its an edible. Never tried a edible that works better than this chocolate.,5,2/15/2018 12:14 AM,edibles,chocolates,delta-9-espresso-crunch-delta-chocolate
189,"I suffer from chronic neck and shoulder pain, all the pain meds the Dr's would give didn't help at all. I decided to try this edible since I can't really smoke where I live and I needed specifically at night so I could sleep comfortably. Not only is it deicious, but it gets the job done with a very small amount.",5,7/5/2016 7:34 PM,edibles,chocolates,kiva-confections-dark-chocolate-bar
190,"Bought it to try, hands down one of the best Chocolate edibles ive had. The deep flavor of this Kiva Dark Chocolate is the perfect pairing to its THC content. Nice and Mellow body high, very enjoyable.",5,6/19/2018 6:08 PM,edibles,chocolates,kiva-confections-dark-chocolate-bar
191,"Great flavor, incredible white chocolate with a hint of orange that creeps up on the tongue. Although the package states to give it two hours, I start to get nicely energized after about 45 minutes with one piece and find it lasts a good three or four.  Great way to get thru the day and is also a fantastic way to take your mind off of chronic pain which I have suffered for years. Works much better than prescribed drugs and  is easier on your body!!",5,3/22/2018 8:14 PM,edibles,chocolates,wyld-wyld-blood-orange-white-chocolates-sativa-enhanced-10pack
192,"Out of all the Wyld products...this one is hard to stop eating. At first i thought it would be gross...but for sure not. Perfect little tasty treat to enjoy before a movie, shopping, the river or just chillin at home!",5,4/25/2018 11:25 PM,edibles,chocolates,wyld-wyld-blood-orange-white-chocolates-sativa-enhanced-10pack
193,"Love love love Kevy Bars, After a few years of having insomnia, A friend introduced me to these, i was amazed, it tastes like snicker bar.  On those sleepless nights,  I nowi eat a half of one,  it helps me relax and get some sleep. It's my favorite little treat!",5,5/27/2017 3:41 AM,edibles,chocolates,kevy-bar-kevy-bar-coconutty
194,[],5,5/27/2017 5:27 PM,edibles,chocolates,kevy-bar-kevy-bar-coconutty
195,"Love this candy bar!!!! Awesome taste and the effects are long lasting. You can tell all the ingredients are top notch. A MUST TRY if you're looking for pain relief that last, and who doesn't like a good candy bar? Awesome product I give it a 2thumbs up!",5,5/27/2017 5:36 PM,edibles,chocolates,kevy-bar-kevy-bar-coconutty
196,For me 3 of these things gets you stuck and 2 will have you nice. I love these for times when I can't smoke.,5,2/17/2016 1:32 AM,edibles,chocolates,kiva-confections-blueberry-terra-bites
197,[],5,4/16/2016 2:05 AM,edibles,chocolates,kiva-confections-blueberry-terra-bites
198,"Delicious. They taste like Brookside candies, and you really have to resist chewing down another off the bat. I started feeling it about 45 minutes after I ate the first one, and ate a second piece after that. It had me buzzing about at home, but had my mind racing.",4,10/2/2016 1:54 AM,edibles,chocolates,kiva-confections-blueberry-terra-bites
199,[],5,10/3/2016 12:21 AM,edibles,chocolates,kiva-confections-blueberry-terra-bites
200,Each chocolate covered blueberry is about 5mgs which makes it really easy to dose.  Tastes really good; overall a good value.,5,7/8/2017 9:05 PM,edibles,chocolates,kiva-confections-blueberry-terra-bites
201,"I ate about 25 mg of this chocolate bar, but it made me super paranoid after like an hour. I probably wouldn't do it again, because it was a little too intense for me. If you're sensitive to edibles, perhaps take a lower dose, or talk to your doctor about it first.",1,3/3/2016 9:31 PM,edibles,chocolates,kiva-confections-milk-chocolate-bar
202,Love Kiva.  Tried my first one at Barbary Coast on the recommendation of a bud tender about two years ago and haven't looked back since.  It was really strong for me (I'm a newb) but I've learned to dose myself.,5,7/11/2017 8:46 PM,edibles,chocolates,kiva-confections-milk-chocolate-bar
203,"Best edible I've ever had...I LOVE Kiva.... the chocolate is amazing, like out of this world good. The bar was sectioned off so I knew exactly how much to take. I'm a Kiva fan for life.",5,7/13/2017 12:09 AM,edibles,chocolates,kiva-confections-milk-chocolate-bar
204,"I've been shopping around and tried other edibles, so far this has the best high and by far the best tasting. I have to remind myself to only eat a little bit at a time. 180mg bar lasts me about a week.",5,9/13/2017 2:51 AM,edibles,chocolates,kiva-confections-milk-chocolate-bar
205,These are delicious and work really well. They do take 2-3 hrs to kick in but when they do they are very soothing relaxing.,5,9/15/2017 4:21 AM,edibles,chocolates,kiva-confections-milk-chocolate-bar
206,"Awesome taste, not so green that it is untolerable. Agree with others that it did take a bit long to kick in, even on a mostly empty stomach.",4,2/21/2018 3:50 AM,edibles,chocolates,kiva-confections-milk-chocolate-bar
207,"this is my ultimate favorite... the Kiva bars are delicious, have a good stong effect. Just love them so much. Excellent chocolate!",5,6/3/2018 8:05 AM,edibles,chocolates,kiva-confections-milk-chocolate-bar
208,[],5,7/28/2017 12:23 AM,edibles,edible-capsules,doctor-terpene-pain
209,I love the Daytime formula! I use them to work when I have back pain and they're great for pms and cramps! I've been taking them for over 7 years.  Simply a wonderful product with amazing ingredients.,5,6/25/2016 12:11 AM,edibles,edible-capsules,organix-herbal-supplements-daytime-formula
210,By far the most effective capsules I have ever used. I take one at night before bed to help me sleep and two for pain as needed,5,7/6/2016 1:22 AM,edibles,edible-capsules,ancient-herbs-coconut-cannabis-capsules
211,Amazing clearity and comfort zone. #420sweepstakes,4,3/23/2017 10:59 AM,edibles,edible-capsules,white-rabbit-205-cbdthc-orange-chewable-tablets
212,"Not worth the effort. ZERO pain relief. IMO, CBD must be combined with THC for pain relief. This was useless for me.",1,8/16/2016 2:21 PM,edibles,edible-capsules,marys-medicinals-high-bio-availability-supplement-capsules-non-psychoactive
213,[],5,6/15/2017 4:56 PM,edibles,edible-capsules,marys-medicinals-high-bio-availability-supplement-capsules-non-psychoactive
214,I took one capsule before a concert last night... It made for a very pleasurable experience~!,5,2/15/2018 6:43 PM,edibles,edible-capsules,delta-9-delta-thc-capsules
215,These THC capsules are perfect for traveling! They're strong and potent! Love them!,5,2/15/2018 7:21 PM,edibles,edible-capsules,delta-9-delta-thc-capsules
216,I never believed in the CBD product but this actually did its job. Gave it to mother in law to reduce her shoulder pain and she was very happy with the results.,5,2/15/2018 12:16 AM,edibles,edible-capsules,delta-9-delta-cbd-capsules
217,These CBD capsules are the best! I use them for my elbow pain and back pain! Works quickly and effectively.,5,2/15/2018 7:18 PM,edibles,edible-capsules,delta-9-delta-cbd-capsules
218,[],1,8/12/2017 12:53 PM,edibles,candy,goodship-tart-cherry-pastilles
219,"Got some while in Vegas to medicate with. As far as medicating, they did a great job. The taste seriously needs some work. It was severely bitter and burned the back of my throat the longer I sucked on the mint. Did not taste like berry whatsoever. Otherwise, I would have given it a 5th star.  Please work on the taste.... the bitter after taste lasted a long time after, even after I ate a piece of regular candy.",4,9/26/2017 1:45 AM,edibles,candy,dixie-elixirs-edibles-synergy-mixed-berry-mints
220,"These caramels are delicious, and while I absolutely adore these products, my only beef is that I have a hard time finding them in more than 10mg packages. I prefer to buy multiple edibles at a time, and while these taste delicious, I'd be much more inclined to buy them if I could find them on the market in packages of more than one. Still delicious, though, and a great, sweet high :)",4,3/29/2017 12:06 AM,edibles,candy,green-labs-swifts-caramels
221,"Excellent flavor, great size at 5mg each. You can customize for your tolerance. Highly recommended! #420sweepstakes",5,3/23/2017 4:52 PM,edibles,candy,green-labs-swifts-sugar-free-mints
222,"I love everything about this edible from flavor to consistency to effects. If each weren't individually wrapped in child-proof packaging, I'd be wolfing these buttery desserts down with reckless abandon. I took a single 10mg square while resting for the day during a 4-day backpacking trip. Sunglasses on, propped up against our backpacks, our worries and sore muscles felt a thousand miles away. (Trying to hide our laughing fits while watching some teenage hikers accidentally drop their fully-assembled tent into a creek was next to impossible).",5,11/13/2017 8:46 PM,edibles,candy,green-labs-swifts-7-layer-bar
223,I bought the highest level and ate the whole bag that I didn't need too. I was asleep 4 hours later. Very nice relaxing high. Very nice was at peace and stress felt very low.  Have and will for sure buy again. :),4,4/19/2016 9:21 PM,edibles,candy,edipure-sweet-n-sour-candies
224,"One of my favourite edibles. Nice buzz, but I can still function.",5,5/11/2018 11:27 PM,edibles,candy,baked-edibles-sunshower-gummies
225,I get the 25 mg Infuse THC whole plant blend getting a hybrid. It's powered by champagne distillate and has coconut oil in it which I like because you know that you're getting your fats with your THC. For 5 bucks you can't go wrong! Keep up the good work over at Sublime👏👏,5,6/15/2018 2:28 AM,edibles,candy,sublime-brands-sublime-suckers
226,I had the best night last night.  Craving some now.  Hitting the dispensary tomorrow.  What else can I say.,5,8/30/2017 3:47 AM,edibles,candy,sublime-brands-sublime-caramel-popcorn
227,"These are the best tasting gummies I have ever had! Best sleep I ever had. It helped with my anxiety, self-esteem issues, and made me laugh my ass off.",5,9/8/2017 5:57 PM,edibles,candy,buudabomb-strawberry-gummy-bears
228,"Ive tried all three Wyld gummies, indica, sativa and CBD... Best taste ever and they are fast acting and strong!! Love the inica for bed time✌🏾",5,8/24/2017 3:19 AM,edibles,candy,wyld-wyld-strawberry-cbd-gummies
229,"Unlike the tropical, this gum has a good flavor and is fast acting. I've enjoyed many 4 hour buzzes and this is the gum to have.",5,8/16/2016 2:19 PM,edibles,candy,plus-gum-spearmint-six-pack
